http://realec.org/index.xhtml#/exam/exam2017_2/ABl_47_1; Category_confusion;  In the such development region as Europe there are a level of unemployments was put up, on 0,4 persent but it is not a critical situation, because of it is nearly by worldwide rate which is 5,9%.; development; developed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_47_1; Category_confusion;  Based on the information, providing by this chart, situation of law lever could be seen in developed countries in EU, S.; providing; provided
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_19_2; Category_confusion;  Secondly, intellectual property is protected by the law and everyone who doesn’t follow the judiciary system’s rules should be punished.; judiciary system; judicial system
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_45_2; Category_confusion; 
To sum up, the society is divided on two sections about this issue: the first one says that downloading things freely shouldn’t be charged bad, however, the second one argues that it is amoral and illegal and it should be punished.; bad; badly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_47_2; Category_confusion;  I agree, with this statement, that nowadays such actions as download pirate copies should be punished.; download; downloading
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_47_2; Category_confusion;  No one want to get nothing for time, brain power which were using for creation something new.; creation; create
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_26_2; Category_confusion; 
To summarize, there some somewhat strong arguments to the punishment of law violators.; the punishment of law violators; punishing law violators
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_26_2; Category_confusion;  That would be a huge pity and a loss-loss situation.; loss-loss situation; lose-lose situation
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_45_1; Category_confusion;  Suprisingly, we can see the growing of unemployment in the European Union.; growing; growth
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_45_1; Category_confusion;  However, the minuses are the stability of high unemployment in one of the poorest regions in the world – North Africa and the growing unemployment in different countries.; growing; growth
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_39_1; Category_confusion; 
First, we can see differences between two years – from 2014 to 2015 the unemployment rate decreased, but slightly and not everywhere.; First; Firstly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_39_1; Category_confusion;  Second, it is need to say that the world wide unemployment rate, as we see didn’t grow or declay.; Second; Secondly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_39_1; Category_confusion;  Changes from no one year (2014) to another (2015) are not dramatically and in some region we even see the same results (12,5% in N.; dramatically; dramatic
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  There are two different points of illegal downloading films or music and importance of punishment for them.; illegal downloading films or music; downloading films or music illegally
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  In consequences they lose a lot of money from illegal pirate copies.; In consequences; Consequently
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  In this situation people don’t have any opportunities for buying original disk.; buying; buy
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  In result, it can be seen that we have demand on music/film from poor people and we have supply on free download all what you want in the Internet.; download; downloading
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  Also, in my view, I absolute disagree with punishing for people who don’t have any opportunities for buying original disk.; absolute; absolutely
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_2; Category_confusion;  Also, in my view, I absolute disagree with punishing for people who don’t have any opportunities for buying original disk.; buying; 
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_43_2; Category_confusion;  It has resulted in losing money for musicians and film producers.; losing money; money losses
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_43_2; Category_confusion; 
On the one hand, the intellectual property should be secured like other kinds of private property the desire of getting money for their work is absolutely moral.; getting; get
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_43_2; Category_confusion; 
I agree that the break of copyright is crime.; the break of; breaking
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_43_2; Category_confusion;  But I tend to feel that punishment for users is very cruel idea.; punishment for; punishing
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_20_1; Category_confusion;  Latin America region shows better tendecy decreasing unemployment from 6,8 to 5,8.; decreasing; a decrease
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_20_1; Category_confusion;  The worldwide trend show  equal data in comprasion in 2014 and 2015.; in comprasion in ; comparing 
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_20_1; Category_confusion;  In comprasion between the EU and Latin America.; In comprasion between; Comparing
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_39_2; Category_confusion;  Second, some people have no chance to pay for useful content.; Second; Secondly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_39_2; Category_confusion;  And third, there are a lot of ways to make money for musicians, filmmakers and authors.; third; thirdly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_41_2; Category_confusion;  If the state would have taken more actions in these aspects, we, just, couldn’t have found these files which would have lead to buying license disks because this would have been the only source.; license; licensed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_22_1; Category_confusion;  In general it can be seen that unemployment rate had slightly changes in different world regions.; slightly; slight
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_20_2; Category_confusion;  The first reason for it, that companies lost their profit and can lost a motivation to create a quality product, which can be produce in the market.; quality; qualitative
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_20_2; Category_confusion;  because it is if the part of film will be download before the day of premier, the rang of company dramatic decrease.; dramatic; dramatically
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_43_1; Category_confusion;  Meanwhile, in neighbour region the Middle East this figures declined from 11% in 2014 to 9,6% in 2015.; neighbour; neighbouring
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_46_2; Category_confusion;  And in this model, internet is a factor which blocks a huge amount of sales because some part of films and music auditory prefers to get this content for free and forgets about payment to creators.; payment to; paying
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_1; Category_confusion;  In the Northern Africa we can see similar high level of unemployment rate on level 12,5 point in both of comparing years.; similar; similarly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_1; Category_confusion;  In the Northern Africa we can see similar high level of unemployment rate on level 12,5 point in both of comparing years.; comparing; compared
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_1; Category_confusion;  This situation we can named usual in own days, and can be discribing it a stability with rising in European union from “Brexet” and immigration crisies.; discribing; described
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_27_2; Category_confusion; In fact pirate copies led to different producers lose their benefits every year.; lose; losses
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_27_2; Category_confusion; 
To sum up, punishmend for pirate copies should be in the state to provide authors’ rights, but in my oppinion they should not be very strict.; in the state; stated
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_2; Category_confusion;  However, torrents it’s a good opportunity for poor people watching new films and listening beautiful music.; watching; to watch
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_2; Category_confusion;  However, torrents it’s a good opportunity for poor people watching new films and listening beautiful music.; listening; listen
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_2; Category_confusion;  Without these money, this companiy can’t make a quality new products.; quality; qualitative
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_25_2; Category_confusion;  A good example is a “Metro Golden Mayer” which loss more than 3,5 billions dollars from 2008 year.; loss; lost
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_44_2; Category_confusion; A lot of artists and entertainment organisations have financional costs because of free using of their contents in the Internet.; entertainment; entertaining
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_40_2; Category_confusion; 
The critics of punishment speak about the disability of comparison the crime like steeling something and pirate copying: the rate is the same.; comparison; comparing
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_21_2; Category_confusion;  It will lead to growing of cashflow to dealers too.; growing; a growth
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_42_2; Category_confusion;  We may become emotionally fulfill and we may get a very profound knowledge of who are we and where are we going.; fulfill; fulfilled
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_42_2; Category_confusion;  And Internet, free sharing, pirates – all mentioned allows creators directly communicate with their potential (and non-potential) authority, with those who could understand them.; sharing; share
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_21_1; Category_confusion;  There is a massive gap from 2014 to 2015 in Middle East, it is 1,4%, so the trend is disceasing of unemployment level.; disceasing; a decrease
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_36_2; Category_confusion;  With help of social networks and web-sites people all around the world could copy films and music and watch or hear it illegal.; illegal; illegally
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_34_1; Category_confusion;  Only the European Union had a trend of rate’s rising.; rising; rise
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_30_2; Category_confusion; 
The opposition of mentioned point of view says that all high-qualified goods must be payed.; high-qualified; high quality
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_48_2; Category_confusion; 
In addition, many experts claim that it is hard to stop and control the process of making copies and how many people download them.; download; downloading
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_48_2; Category_confusion;  It will lead to decreasing of revenue for film producers and film companies.; decreasing; decrease
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_48_2; Category_confusion;  The results show, that the most important field of economic were selling of pop-corn and Coca-Cola.; selling; the sales
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_29_2; Category_confusion;  Some people said that there would be much more art, films and music if everyone honest support creaters and buy legal cop.; honest; honestly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_32_1; Category_confusion;  As for EU, the rate slight increased in 2015 and it is nearly 8 percent.; slight; slightly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_29_1; Category_confusion;  There is not any dawnward or rising.; rising; rise
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_32_2; Category_confusion; 
However, some people think that it is normally situation in the modern life and musicians and film producers should understand, that they can’t evide loosing goods.; normally; normal
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_37_2; Category_confusion;  Also, They usually say that pirating damges incomes of musicians and filmmakers, so they worry others about the situation that the worldwide music and film industry becomes less productive and more dependent of government (which affects the quality of all types of art).; pirating; piracy
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_37_2; Category_confusion; 
The second group of people which support pirating usually refers to the idea of “free intelectual belongings”.; pirating; piracy
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_31_1; Category_confusion; The chart compare changes in rate of unemployment people in selected regions of world between 2014 and 2015.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_31_1; Category_confusion;  EU had small change in unemployment – only 0,4 persent rise in percentage of unemployment people.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_31_1; Category_confusion;  The smallest percentage of unemployment citizens had South Asia with 3,9 percent.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_31_1; Category_confusion; 
Overall, situation with unemployment people didn’t significantly change in the worldwide.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_17_2; Category_confusion;  First, there are usually fixed amounts of money a person is ready to spend on different kinds of entertainments.; First; Firstly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_17_2; Category_confusion;  Second, film makers now earn fantastic amounts of money by demonstrating their films in cinemas, and what about musicians, their main source of income is their concerts.; Second; Secondly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_17_2; Category_confusion;  Third, if ordinary people are punished for piracy, their dissatisfaction will be much higher than dissatisfaction of authors, whose intellectual property is stolen.; Third; Thirdly
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_17_2; Category_confusion;  What is more, people will get used to respect intellectual property, what can be really beneficial for development of society.; respect; respecting
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_50_1; Category_confusion; 
To sum up it is important to see that development countries shows the situation when the level of unemployment do not grow up.; development; developed
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_50_1; Category_confusion;  However, two regions mono to the situation of decreasing of unemployment.; decreasing; a decrease
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_28_1; Category_confusion;  European Union’s chart shows that the percentage of unemployment people has increased from 7,5 to 7,9.; unemployment people; unemployed people
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_49_2; Category_confusion; 
Secondly, it’s obviously, that every work should be paid off.; obviously; obvious
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_50_2; Category_confusion;  There is no any necessary to download pirate aspects of legal content said au making comfort in the modern world.; necessary; necessity
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_50_2; Category_confusion;  In this way this choice of avoid the payment of content should be punished.; the payment; paying
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_28_2; Category_confusion; 
From the one hand, everyone should respect such talented people as musicians and producers who provide us with really useful things for our relaxing or scientific satisfying.; relaxing; relaxation
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_28_2; Category_confusion;  Furthermore, the copying and sharing music or films in of non-original form lead to deteriorating of the products’ quality.; deteriorating; deterioration
http://realec.org/index.xhtml#/exam/exam2017_2/ABl_28_2; Category_confusion;  In such way it seems that people of art producing really waste their money to create a good proffesional picture or sound.; to create; creating
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_9_1; Category_confusion;  The graph can also be looked at as an indication of relative popularity of a particular social net depending on the age group.; depending; being dependent
http://realec.org/index.xhtml#/exam/exam2017_3/AKo_2_2; Category_confusion;  
Firstly, we should highlight the reasons why does it happen.; happen; happens
http://realec.org/index.xhtml#/exam/exam2017_3/AGo_1_2; Category_confusion; 
On one hand, the eliminating of food that were imported may end up in the lack of variety to choose from for customers in shops and malls.; eliminating; elimination
http://realec.org/index.xhtml#/exam/exam2017_3/AGo_1_2; Category_confusion;  The most common is that for country’s consuptional rate of such products are low does not worth the money it takes to produce it.; consuptional; consumption
http://realec.org/index.xhtml#/exam/exam2017_3/AGo_1_2; Category_confusion; 
To sum up, the eliminating of import and producing evething inside one country in order to feed citizens is controversial issue that needs clever solutions from government.; eliminating; elimination
http://realec.org/index.xhtml#/exam/exam2017_3/AGo_1_2; Category_confusion; 
To sum up, the eliminating of import and producing evething inside one country in order to feed citizens is controversial issue that needs clever solutions from government.; producing; the production
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_27_2; Category_confusion; 
Is most important canges in last ten ears was widing of the internet and rising of childrens right protaction.; rising; rise
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_27_2; Category_confusion; 
Another reasn, as I said is rising of childrens right protaction.; rising; the rise
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_27_2; Category_confusion;  This two Fenomenon is good in fact, but only if they realisate rightly.; rightly; in a right way
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_4_1; Category_confusion; The graph reveals information about proportional use of different networks by adult users.; proportional; the proportions
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_4_2; Category_confusion;  Clearly, something should be done to reverse this trend and decrease numbers of crimes.; numbers; the number
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_3_2; Category_confusion;  Instead their timeschedule has changed from the traditional approach, which had the prevailing role of the family and community, to the modern one, which radically reduces their influence with their moral values and gives the main part of teaching the youngsters to kindergartens, scools, colleges and universities in less extent.; timeschedule; time schedule
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_3_2; Category_confusion;  The second reason is constant urbanization in the would which is characterized by increasing part of people who live in cities.; increasin; an increas in
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_3_2; Category_confusion; 
Parents and teachers should make kids responsible for their acts.; responsible; responsibility
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_1_1; Category_confusion;  Yakutsk is placed in the harshly continental climate zone while Rio is in the tropical one.; harshly; 
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_1_1; Category_confusion;  Rio is on the South semisphere of Earth while Yakutsk is on the worth one.; South; Southern
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_1_1; Category_confusion;  Rio is on the South semisphere of Earth while Yakutsk is on the worth one.; worth; Northern
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_3_1; Category_confusion;  For both Facebook and Instagram the usage falls as the age group rises, but that is not true for LinkedIn which is more popular among middle age groups like 30-49 and 50-64.; middle age groups; middle-aged groups
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_7_1; Category_confusion; 
To conclude, all groups prefers using Facebook, but when they choose between Instagram and LinkedIn, young adults prefer Instagram, while elder people prefer LinkedIn.; choose; have a choice
http://realec.org/index.xhtml#/exam/exam2017_3/DOv_5_1; Category_confusion;  This share even exeeds rate of using LinkedIn.; rate of using; rate of usage
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_17_1; Category_confusion;  Latin America, line Middle East region, demonstrated a declined unemployment rate That was 6,8 in 2014 and lowered to 5,8 next year.; declined; declining
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_2_2; Category_confusion;  I think strictly control in cinemas wouldn’t allow pirates to copy films.; strictly; 
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_28_2; Category_confusion; 
For example, people who do others jobs have stable salary for part of work, wich they do and if their boss does not give enough money salary for them, they will change their jobs.; others; other
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_15_2; Category_confusion;  It is probable to be a drop of the media industry.; probable; probably
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_76_1; Category_confusion;  Also, the chart shows that worldwide unemployment index was steably during selected period of time.; steably; stable
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_17_2; Category_confusion; Nowadays there is a higly controverisal argue about illegal pirates that is related to downloading musicians or film-makers products without paying for it and this fact has led to argue about whether pirates should be punished or not.; argue; an argument
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_17_2; Category_confusion;  However, many people nowadays, especially in developing world, cannot afford to buy special misic account or to pay for movie tickets, so they use illegal ways of getting songs or movies, but it leads to losing money for original owners and so new albums and films will not be created anymore, so even such people should be punished or at least restricted from using illegal sites on the Internen.; losing; losses of
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_74_1; Category_confusion;  The number of unemployment people has risen there.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_74_1; Category_confusion;  In the South Asia the percent of unemployment people has not been changed from 2014 to 2015.; unemployment; unemloyed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_28_1; Category_confusion; 
Secondly, a big dicrease of unemployment part of population was in Middle East, wich was almost 1,5%.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_28_1; Category_confusion;  Another dicrease was in Latin America and unemployment part lose 1% of population.; unemployment; unemployed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_72_2; Category_confusion;  Although, I believe, that it is necessary to give people opportunity to buy music and films easy and cheap.; easy; easily
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_72_2; Category_confusion;  Although, I believe, that it is necessary to give people opportunity to buy music and films easy and cheap.; cheap; cheaply
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_37_2; Category_confusion;  People do not need to go to the cinema to watch the new film and it is unnecessarily to buy tickets to another country just to listen to your favourite musician.; unnecessarily; unnecessary
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_54_1; Category_confusion;  In North Africa and the Middle East unemployment rate is higher then in others world regions.; others; other
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_56_2; Category_confusion;  Other people think that downloading pirate content is some kind of steal, that is why it is illigal.; steal; stealing
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_54_2; Category_confusion;  If “yes”, what will be a punished.; punished; punishment
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_72_1; Category_confusion; 
In North Africa number of unempoyent people stay on one point in 2014 and in 2015 on the level 12,5%.; unempoyent; unemployed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_72_1; Category_confusion; 
The highest pick of uneploynent rate is on North Africa (12,5) and the lowest in South Asia (3,9%).; pick; peak
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_48_1; Category_confusion;  For comparison, worldwide too.; worldwide; the whole world
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_48_1; Category_confusion;  The smallest meaning is situated in South Asia, 3,9%, whereas the biggest part of unemployment people is in North Africa.; unemployment; unemloyed
http://realec.org/index.xhtml#/exam/exam2017_4/DPe_48_1; Category_confusion;  Also there exists difference between two main meanings of selected world regions, about 8,5% between South Asia and North Africa or about 6,5% between North Africa and worldwide.; worldwide; the world in general
